,text,date,author,author_level,mark,museum,avg_mark,num_reviews
376,Отличное место! Много разнообразных современных выставок.,13 февраля 2020,Александр Максимов,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
377,"Хороший, современный музей, проходят часто интересные выставки/встречи. Можно побывать на лекциях Ирины Кулик, что ооочень интересно. Магазин с книгами, тоже не плох",17 сентября 2019,Алёна,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
378,"Пото пото пото пото пото потому-что , это это это это это наши чувства, любо любо любо любо любовь до безумства",5 января 2020,Настя спартак 5555,Знаток города 2 уровня,5,музей Гараж,"4,5",1061
379,Очень классное кафе и музей в целом. Очень советую сходить!,10 февраля 2020,Максим С.,Знаток города 2 уровня,5,музей Гараж,"4,5",1061
380,"Билет стоит дорого (500 рублей), а выставочное пространство экспонатами заполнено мало. Ощущение пустого ангара.",3 апреля 2020,Евгений Синин,Знаток города 11 уровня,3,музей Гараж,"4,5",1061
381,"Люблю это место! Умеют организаторы удивить каждый раз... Современное искусство, оно такое....надо уметь зацепить.... А тут всегда смотришь с удовольствием.... Кафе люблю в Гараже....тунец с авакадо был потрясающим 💫",26 ноября 2018,Анжела N.,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
382,"Побывал в этом месте на днях. Честно признаюсь, лучше потратить 500 рублей на поход в музей Третьяковкую галерею. То, что называется искусством в этой галерее, назвать сложно. Понравилась только атмосфера, больше плюсов нету",15 апреля 2019,Евгений Яшков,Знаток города 5 уровня,3,музей Гараж,"4,5",1061
383,Прекрасный интерьер и клевая архитектура. Неплохие выставки и классное кафе и магазин внизу. Цены только кусачие.,12 января 2019,aderese,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
384,"Интересно для хипстеров. Ровным пацанам стоит идти только с девчонкой, чтобы смотреть картины с умным видом.",19 декабря 2019,Олег,Знаток города 10 уровня,4,музей Гараж,"4,5",1061
385,"Водил девушку, нечего не понятно, но притворялись что интересно и высокохудожественно",8 августа 2020,Владимир.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
386,"Очень творческое современное место, которое не устает поражать оригинальностью выставок.",22 ноября 2019,Юлия Абрамова,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
387,"Не самые дешёвые билеты, но всегда отличные выставки, хорошие сопроводительные материалы и крутой книжный магазин.",16 февраля 2019,Василий,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
388,"Спорное место. Современные выставки чаще выступают против классических традиционных ценностей. Было слегка не уютно и даже не приятно. Возможно, это искусство, а может просто мусор и помои, которыми тебя щедро обливают. Ну нет!! Да и дорого... Посетить свалку обойдется дешевле, чем этот так сказать ""музей""",21 июня 2019,mak,Знаток города 30 уровня,1,музей Гараж,"4,5",1061
389,"Может я чего-то не понимаю, но мне кажется что с современным искусством что-то не так. На огромный зал отсилы 30 экспонатов, абсолютно рандомной тематики. В Instagram загрузил более-менее сносные экспонаты, остальное вообще шлак: то пустой чемодан, то сапог, то старая грязная кепка или вообще бревно.",23 января 2019,Константин Аборин,Знаток города 4 уровня,2,музей Гараж,"4,5",1061
390,"Интересное место, где общение и дух искусства правят бал. В хорошую погоду и если открыт доступ на крышу заведения, наслаждайтесь видом голубого или звёздного неба и предавайтесь дегустациям в ресторанчике, который на крыше. Для детей организованы студии и занятия прививающие интерес к искусству.",5 ноября 2018,Олег,Знаток города 16 уровня,5,музей Гараж,"4,5",1061
391,Великолепный центр современного искусства.,9 июля 2020,Надежда Двоскина,Знаток города 15 уровня,5,музей Гараж,"4,5",1061
392,"Достаточно классное место. Один раз точно следует сходить, учитывая что находится внутри парка Горького. Внутри есть магазин сувениров и книг.",5 февраля 2019,Гуванч Б.,Знаток города 6 уровня,3,музей Гараж,"4,5",1061
393,Прекрасный музей с отличным книжным магазином и прекрасным кафе,6 декабря 2019,Марина,Знаток города 15 уровня,5,музей Гараж,"4,5",1061
394,"На любителя 
Смотря на какую выставку идёшь. 
А так очень хороший выставочный центр.",17 января 2020,Евгений Brushwick,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
395,"Оличный музей современногог искусства, люблю сюда наведываться",26 февраля 2020,Игорь О.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
396,"Я бы назвал Гараж идеальным музеем - отличное оформление выставок, молодые знающие смотрители, книги, фудкорт.",26 июня 2019,Андрей Фокин,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
397,"пять звёзд только за еду от них в нашем вирусном стационаре ( бесплатную) , а так пока не была",6 июля 2020,rumyantsevamarinu5hka,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
398,"Всегда захватывающее зрелище, приятный кафетерий и отличная книжная лавка.",5 сентября 2019,Ксеня П.,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
399,"Так себе выставки, всегда на большого любителя 😁",13 сентября 2020,Maksim Andreev,Знаток города 7 уровня,3,музей Гараж,"4,5",1061
400,"Приехали с коллегой зарегистрировать клубные карты 26 декабря в 21-15, официально музей работает до 22 часов, никого нет, телефон не отвечает. Сервис!",26 декабря 2019,TakeMyData,Знаток города 9 уровня,1,музей Гараж,"4,5",1061
401,"Отличное место как для культурного отдыха, так и для самообразования",9 января 2020,Анц Сафина,Знаток города 3 уровня,5,музей Гараж,"4,5",1061
402,Отличное интересное место с прикольными выставками. Суперское кафе. Там приятно проводить время!,16 апреля 2019,татьяна львовна,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
403,Один из лучших музеев современного искусства в Европе. Всегда выбранные со вкусом экспозиции. Украшение Парка Горького,18 декабря 2019,time,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
404,Экспозиции постоянно меняются,3 ноября 2020,Артем,Знаток города 13 уровня,4,музей Гараж,"4,5",1061
405,"Находится в парке, т.е. близко не подъехать. Много интересных выставок",6 ноября 2019,Алексей Фирсов,Знаток города 19 уровня,5,музей Гараж,"4,5",1061
406,Отличная кухня. Необычный подход к приготовлению блюд.,23 февраля 2020,Наталья А.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
407,"Гуляли в парке, зашли туда с девушкой. Кафе бар очень дорогой. Книги тоже не дешёвые.",22 декабря 2019,Александр,Знаток города 9 уровня,3,музей Гараж,"4,5",1061
408,"Масса бесплатных событий и лекций, все про современное искусство.",2 февраля 2020,Mira B.,Знаток города 13 уровня,5,музей Гараж,"4,5",1061
409,Люблю и музей и кафе,27 сентября 2020,Anastasia K,Знаток города 13 уровня,5,музей Гараж,"4,5",1061
410,Центр современного (в основном) искусства. Внутри нормально.,24 марта 2020,grafolive,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
411,"Отличное пространство, кафе и магазин",17 сентября 2020,Inna Kim,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
412,"гараж, отвратительное место созданное только для зарабатывания денег, а искусство это только предлог, которым и не пахнет там в виду того что настоящее искусство не принесет столько денег!

начинается гараж с охраны которая готова вам в карманы заглянуть...

магазин который ценами просто с ног сбивает о кофе(ресторане) я вообще молчу...

единственное что крутого там так это туалет, вот там реально интересно и прикольно и главное бесплатно
ещё",5 января 2019,Алексей Мишков,Знаток города 10 уровня,1,музей Гараж,"4,5",1061
413,Последнее время одно из мест с интересными выставками. На Парк Лайве в 2018 после сильного ливня текила Гаража спасла от простуды а выставка приятно удивила.,24 марта 2019,Кирилл Широков,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
414,"Выставки крутые, в кафе вкусно, в книжном магазине есть приятные мелочи и редкие книги по искусству",13 февраля 2019,Алена Потапова,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
415,"Атмосферное место. Выставки конечно бывают на любителя, но находиться приятно, а ресторан так и вообще классный.",26 января 2019,Михаил Хоружик,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
416,"Если коротко, то в трех словах : что это было ?
Пысы: парень ниже написал : (цитата) сначала выпить и покурить и потом на выставку""... Ну реально без данных составляющих для простого обывателя бытовой рутины делать там нечего . Я не ценитель ни того ни другого , но я бы лучше еще раз в Третьяковку сходила. От входа до выхода не покидало ощущения нахождения в психушке . У подростка посещение данного места ( даже бесплатно) тоже интереса не вызвало .
ещё",23 октября 2019,Юлия,Знаток города 5 уровня,1,музей Гараж,"4,5",1061
417,Туда только опкуреным идти,7 октября 2020,Маргорита Зимина,Знаток города 10 уровня,2,музей Гараж,"4,5",1061
418,"Невероятный дизайн, отличный ресторан и прекрасный книжный магазин.",19 октября 2019,Александр А.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
419,"Обожаю зимние Арт Эксперименты, жаль, что только раз в год!",23 июня 2020,Полина Р.,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
420,"Место для молодежной тусовки, не более. Разовые, иногда сомнительные акции, эксперименты около искусства. Или спекуляция на знаменитых именах и образах.... Непонятное место.",18 июня 2019,Людмила Ш.,Знаток города 5 уровня,4,музей Гараж,"4,5",1061
421,Безупречный арт-кластер.,15 ноября 2020,Árthur Fältskog,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
422,"Интересная выставка сейчас проходит , связанная с защитой окружающей среды. Буфет. Чистые туалеты. Все дорого.",30 июля 2019,Юлия Волкова,Знаток города 10 уровня,4,музей Гараж,"4,5",1061
423,"место огонь! современное искусство! гида можно не брать, а пристороится к группе)",21 ноября 2019,Matip,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
424,"Специфичный музей. Некоторые выставки нравятся, а некоторые вызывают ужас",28 июня 2020,Александра Железных,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
425,"Архитектура здания, внутреннее пространство, дизайн, атмосфера, контингент людей, формат выставок, контент, образовательная деятельность, доступность для посетителей с инвалидностью",3 мая 2018,Владислав Вторник,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
426,"Интересное место, постоянно обновляют экспозиции, при музее есть магазин с интересными книгами про искусство",24 апреля 2019,Максим Д.,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
427,Была на выставке моды . Как будто нечего показать . И что это за будка в которой наушники а из них маты сыплются,16 февраля 2020,Елена,Знаток города 2 уровня,3,музей Гараж,"4,5",1061
428,"Музей с экспозициями, позволяющие задуматься о современной мире со стороны.",24 февраля 2020,Семён Данилов,Знаток города 15 уровня,5,музей Гараж,"4,5",1061
429,Лучший музей России!,1 октября 2020,Никита Королев,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
430,Очень знаковое место. После посещения постоянные флэшбэки. Всём рекомендую,1 декабря 2019,Александр Бурсаков,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
431,Классные выставки,21 октября 2020,Евгения К.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
432,Интересная и современная атмосфера. Отличные выставки,5 января 2020,Сергей Дудин,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
433,Отличная выставка «Ткань процветания» с подробным и интересным аудиогидом,3 сентября 2019,Lena C.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
434,"Поначалу думал : как раз посмотрю на разные дурацкие современные экспонаты.
Некоторые экспонаты мне казались необычными : как Шахтерская лопата с камнями в ней запятая золотой слиток который нельзя близко фотографировать , из за того что он настоящий всё охраняется.",6 марта 2019,Илья Р.,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
435,"Официанты хамы, все в образе будто одолжение делают. Менеджер не сглаживает никак ситуацию, впечатление осталось негативное. Клиентоориентированость ноль, не смотря на высокий чек. Не пойду больше в Гараж",26 июня 2019,Умар Т.,Знаток города 3 уровня,1,музей Гараж,"4,5",1061
436,"Лучший музей в Москве: постоянная смена экспозиции, экускурсоводы всегда в доступе, отличное меню в кафе и огромный книжный.",7 ноября 2018,Кирилл Б.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
437,Потрясающее пространство. Следите за выставками и оставляйте побольше времени,3 ноября 2019,Olga Busygina,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
438,Интересные выставки и хороший книжный магазинчик,6 марта 2020,Sergey Arimov,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
439,Хорошее место. Возле уборной все делают крутые фото. Есть детское меню. Шикарный кофе.,3 июня 2019,Анна А.,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
440,"Для тех, кому интересно современное искусство и просто для тех, кто жаждет новых впечатлений)",18 октября 2019,Ульяна Кондрашова,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
441,Amazing place) Это место меня всегда вдохновляет,13 сентября 2020,Sergey,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
442,мило и своеобразно. И тихо. Можно посидеть в удовольствие посидеть вдвоем,2 октября 2019,Марина С.,Знаток города 8 уровня,4,музей Гараж,"4,5",1061
443,"Люди добрые, сходите лучше в классический музей на реальное современное искусство, чтобы не жалеть потраченных денег на просмотр бессмысленных предметов..это место просто распиарино.мои ощущения от выставки : плевок в душу, деньги выброшены.",5 января 2019,Катарина А.,Знаток города 4 уровня,1,музей Гараж,"4,5",1061
444,"Ходила на выставку современного искусства. Согласна с мнениями, которые записаны в книге отзывов!
Ни о чём",12 февраля 2020,Анна В.,Знаток города 10 уровня,2,музей Гараж,"4,5",1061
445,"Одно из мест в России, где можно посмотреть на современное искусство. Странно, но интересно!",16 октября 2019,Yuliya Prikhodko,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
446,"Практически всегда есть на что посмотреть. Отличное кафе, захожу каждый раз, как бываю в парке. У них отличный хумус, кстати;)
А ещё у них есть открытый кинотеатр!",8 августа 2018,Руслан К.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
447,иногда музей современного искусства с хорошим книжным магазином и вином в ресторане,14 июня 2019,de@funk-media.com,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
448,"Интересная локация, всегда есть, что посмотреть. Так же по пятницам бесплатный вход с 17:00 до 20:09",21 сентября 2019,InoK13,Знаток города 13 уровня,5,музей Гараж,"4,5",1061
449,"Большого восторга от посещения не получил. Понравилось, что проводятся лекции, в том числе для детей, знакомящие с современным искусством",4 апреля 2019,Николай Л.,Знаток города 14 уровня,4,музей Гараж,"4,5",1061
450,"Для молодежи все есть. Кафе, выставки, кино.",4 апреля 2020,Будни Героев,Знаток города 15 уровня,5,музей Гараж,"4,5",1061
451,"Очень интересное место. Были на фестивале фильмов ужасов летом, понравилось",2 февраля 2020,Н. Ч.,Знаток города 11 уровня,5,музей Гараж,"4,5",1061
452,"Мало экспонатов, мало искусства. Зал замечательный, расположение отличное.",31 августа 2019,Дмитрий Г,Знаток города 7 уровня,3,музей Гараж,"4,5",1061
453,Обязательно загляните в книжный отдел!,9 сентября 2020,Илья Крючков,Знаток города 12 уровня,4,музей Гараж,"4,5",1061
454,Лучший в плане масштабности музей современного искусства Москвы.,8 ноября 2019,Никита,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
455,"Прикольное пространство, но для меня оказалось абсолютно не уютным.",18 апреля 2020,Николай Игнатьев,Знаток города 13 уровня,3,музей Гараж,"4,5",1061
456,"Отличные выставки, правда чуток странный персонал. Как-то избирательно рассказывает информацию. Словно бы им сложнее идти на контакт с аудиторией старше их",23 октября 2019,Евгения Соловьёва,Знаток города 14 уровня,5,музей Гараж,"4,5",1061
457,искусство лоллл норм,23 марта,Лиза Ф.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
458,"В музее не был, а кафе довольно привлекательное, особенно в непогоду.",17 ноября 2019,goshaop,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
459,"Здорово, что это первый музей, ушедший на карантин — забота о посетителях важнее заботы о доходе",14 марта 2020,Анна,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
460,Хорошее продвинутое место. Порой проходят уникальные выставки. Большое выставочное пространство.,14 апреля 2019,olga a,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
461,Помимо самой экспозиции впечатлило кафе - еда как искусство. Рекомендую попробовать коктейль с лавандовым джином.,24 января 2019,Юлия Ш.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
462,"Любимое место, приучаю себя к искусству, здесь есть кафе где я люблю сидеть, магазин где могу купить футболку, книгу или сумку 🙈👍🙂Обожаю Гараж ❤🤗",12 сентября 2019,Татьяна Н.,Знаток города 14 уровня,5,музей Гараж,"4,5",1061
463,"Очень лаконичный и стильный интерьер, интересные выставки и удачное местоположение",17 апреля 2019,Таня П.,Знаток города 14 уровня,5,музей Гараж,"4,5",1061
464,Шикарный проект во всех смыслах с замечательными программами для детей.,28 сентября 2019,Елена Суровягина,Знаток города 11 уровня,5,музей Гараж,"4,5",1061
465,"Хорошо организованный музей, в котором интересно находиться даже вне выставок",4 августа 2019,Василий Маслов,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
466,"Интересные выставки, крутая архитектура, приятный персонал",2 октября 2019,Даниил Е.,Знаток города 14 уровня,5,музей Гараж,"4,5",1061
467,"Внутренне пространство внутри интересно сделано, но люди не идут, народу мало.га мой взгляд не внятный функционал",21 сентября 2019,Антон В,Знаток города 15 уровня,5,музей Гараж,"4,5",1061
468,"Хорошее место с интересными выставками. 
Морковный торт в кафе - объедение 
Немного напрягает досмотр на входе",15 января 2020,Mama Guantanama,Знаток города 12 уровня,4,музей Гараж,"4,5",1061
469,Хороший музей. Хорошая выставка. Хорошее расположение,7 октября 2019,Ирина Т.,Знаток города 30 уровня,5,музей Гараж,"4,5",1061
470,"Внутри Гаража очень уютно, прям телепортация в Европу. Именно таким должен быть современный музей.",9 апреля 2019,Константин,Знаток города 15 уровня,5,музей Гараж,"4,5",1061
471,"Очень интересные выставки. Всегда, когда бываем в Москве, посешаем Гараж.",6 октября 2019,Rudenko T.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
472,Мой любимый музей! Я постоянный посетитель! Всем рекомендую,4 февраля 2020,ЭЛИНА СЪЕДИНА,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
473,"Была на экологической выставке, очень впечатляет масштаб бедствия ((((",6 декабря 2019,Елена Абвгдее,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
474,"Организация хромает. Посетили основную 
 выставку ""Безграничный слух"". Когда билеты были куплены, оказалось, что музыкальные экспонаты в действии можно услышать только на групповой экскурсии по записи. На стойке информации сказали, что мест на сегодня уже нет. Итого потратили 1000 рублей на двоих. Осталось крайне негативное впечатление.
ещё",28 июля 2018,Катерина Ш.,Знаток города 4 уровня,1,музей Гараж,"4,5",1061
475,"Интересное место, очень стараются. Книжная лавка с хорошим выбором.",6 августа 2019,Михаил Виноградов,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
476,Шикарное место для погружения в основные тенденции современного искусства!,27 июля 2019,anna-del-rey,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
477,"Лучший музей Москвы для современных художников, много лекций. Очень хорошая подборка книг в магазине.",2 октября 2019,Алекс,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
478,"Рекомендую изучать выставки и выбирать куда хотите сходить самостоятельно. Но расположение в парке горького, конечно, удобное",3 ноября 2019,Dmitriy Glukhov,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
479,"Отличная атмосфера, музей очень необычный)",8 марта 2020,i_plescheeva@werkergroup.ru,Знаток города 3 уровня,5,музей Гараж,"4,5",1061
480,"Красиво, в хорошем месте, жизнеутверждающе, постоянно новые выставки, кафе достойное. Магазин сувениров.",5 октября 2018,Diana Gor,Знаток города 19 уровня,5,музей Гараж,"4,5",1061
481,Любимый музей!,8 февраля,Алёна Кочетова,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
482,Любимый музей,8 декабря 2020,Гусева Ольга,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
483,"Собрали все вещи, моей молодости, ничего интересного.Жизнь улучшается, так чего вспоминать плохое?",28 января 2020,Ирина,Знаток города 7 уровня,2,музей Гараж,"4,5",1061
484,Была год назад. Понравилось. Только сложная в мышлении. Это хорошо для тех кто понимает в этой сфере.,14 октября 2019,Tatiana,Знаток города 14 уровня,4,музей Гараж,"4,5",1061
485,"Люди не устают удивлять, но самое главное, они находят почитателей своего видения мира.",24 октября 2019,Римма Жаворонкова,Знаток города 14 уровня,4,музей Гараж,"4,5",1061
486,Самые масштабные выствки современного искусства. Музей давно стал любимым,30 июня 2019,Соня,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
487,"Современное искусство довольно интересное,но не затягивает( Дорого нереально",5 декабря 2019,Михаил С.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
488,Очень уютная атмосфера. Есть что посмотреть. И есть где посидеть и вкусно покушать!,27 января 2019,Artem Duk,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
489,Отвратительные выставки. Если вы не хотите по полной погрузится в человеческие испражнения лучше туда не ходите.,29 ноября 2019,Cat Danger,Знаток города 5 уровня,2,музей Гараж,"4,5",1061
490,"Интересное место со своей изюминой, посетить можно и не раз, т.к. экспозиции постоянно меняются",5 августа 2019,Дмитрий Д.,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
491,Фантастические выставки! Приятно провела время),4 марта 2020,Некто Н.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
492,"Интересное необычное заведение, вовлекающее посетителя задуматься, увидеть мир под другим углом.",23 августа 2019,Юлия С.,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
493,Была на выставке с подругой про советский андеграунд. Понравилось),23 января 2020,Студия Пирсинг Профи Москва,Знаток города 16 уровня,5,музей Гараж,"4,5",1061
494,Экскурсовод Жанна покорила сердца всего класса и родителей!),13 ноября 2019,Майя Аскерова,Знаток города 13 уровня,5,музей Гараж,"4,5",1061
495,Прекрасное пространство с современными экспозициями.,26 ноября 2019,Андрей,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
496,Выставка на которую я попал была очень маленькой. Но здание музея очень хорошее в плане интерьера и работы сотрудников.,31 января 2020,Евгений К.,Знаток города 14 уровня,3,музей Гараж,"4,5",1061
497,"Приятное место, хороший книжный магазин на 2 этаже. Есть кафе, бесплатные туалеты",20 апреля 2019,Эльвира Ш.,Знаток города 13 уровня,5,музей Гараж,"4,5",1061
498,"Интересное место. Но общее впечатление очень сильно зависит от проходящей выставки в ""гараже""!!!",2 августа 2019,ae@chado.pro,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
499,"Все гуд! 
Но фоткаться и переодевать одежду нельзя",27 мая 2020,abasovti,Знаток города 7 уровня,4,музей Гараж,"4,5",1061
500,"Музей хороший, но персонал очень грубый и холодный",13 июля 2020,Eve S.,Знаток города 5 уровня,4,музей Гараж,"4,5",1061
501,"Казалось бы, пространство не очень большое. Но провести в нем целый день - запросто. Есть ресторанчик.",26 мая 2019,Елена Кузьменко,Знаток города 20 уровня,5,музей Гараж,"4,5",1061
502,Очень необычное место.вынос мозга))) очень хорошее меню в кафе.спасибо,8 сентября 2019,Татьяна Ст,Знаток города 27 уровня,4,музей Гараж,"4,5",1061
503,"Меня на*бали. Экологическая выставка за 500 рублей, не больше 10-12 экспонатов. Wtf? За такие деньги могли бы и наверх пустить..",13 августа 2019,Илья К.,Знаток города 4 уровня,2,музей Гараж,"4,5",1061
504,"Я конечно не утверждаю, что я великий критик современного искусства, но хуже этой выставки нет ничего. 
Эрарта в Питере, в 1000000 раз лучше. 
Советую всем прийти и разочароваться самостоятельно",7 января 2019,Владислав,Знаток города 5 уровня,1,музей Гараж,"4,5",1061
505,Самое лучшее соединение современного искусства в исторической части Москвы,25 августа 2019,Надежда Г.,Знаток города 2 уровня,5,музей Гараж,"4,5",1061
506,"очень интересный и клёвый му3ей
больше всего мне понравилось 
посмотреть на картины и ра3ное оружие))))",5 января 2019,Людмила О.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
507,"Прекрасное место, отличные выставки. Всегда с большим удовольствием посещаю.",24 марта 2019,Yana Tes,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
508,"Если оказались рядом и не знаете, чем себя занять, то здесь определенно найдется выставка по душе.",28 октября 2019,Елена Шелест,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
509,"Большой интересный музей,частое обновление экспозиций",21 октября 2019,Екатерина П.,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
510,"очень понравилось, атмосферно. особенно обратила внимание на светодиоды в туалете, с которыми все делают фото)",5 апреля 2019,Анастасия Г.,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
511,"Музей очень понравился, много интересных экспонатов и выставок. Было довольно таки мало народу, почти не стояли в очередях. Советую туда сходить.",2 мая 2018,Дарья А.,Знаток города 2 уровня,5,музей Гараж,"4,5",1061
512,Интересное арт пространство. Бывают очень интересные выставки.,14 сентября 2019,Павел Л,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
513,"Были с сыном на выставке,посвящённой экологии.Очень необычно.Современно.Интересно.Есть о чём задуматься.",12 августа 2019,Надежда Ф.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
514,"Выставки уникальны, притягивают прийти не раз и не два. Отличный магазин книг, библиотека.",21 апреля 2019,София В.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
515,Понравилось. Есть большой книжный магазин.,18 марта 2020,Марина Безман,Знаток города 8 уровня,4,музей Гараж,"4,5",1061
516,Очень душевные выставки и вкусный ресторан),10 января 2020,Андрей Титов,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
517,Нечего добавить.,11 октября 2020,Татьяна Р.,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
518,"Зря потраченное время, экспозиция бедная и не интересная, ну очень слабо! Даже для такого не большого пространства, не нашлось работ, обращающих на себя внимание. С Эрартой и сравнивать смешно.И смешно что люди пишут про еду и магазин, рассказывая про музей.",5 ноября 2018,Андрей Андреев,Знаток города 5 уровня,1,музей Гараж,"4,5",1061
519,Отличный павильон. Современные выставки. Очень впечатляет. И не забудьте заглянуть в кафе на первом этаже-там недурно можно посидеть.,23 марта 2019,Александр Королев,Знаток города 18 уровня,5,музей Гараж,"4,5",1061
520,Супер место .Всем обязательно для посещения,7 января 2020,Димтрий Х.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
521,Отличный современный музей. Книжная лавка вообще выше всяких похвал. Вернусь сюда снова.,2 февраля 2019,Знаток города,Знаток города 15 уровня,5,музей Гараж,"4,5",1061
